,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
197112,12.2191,11.1644,12.6645,13.4538,14.1243,13.1283,11.0406,11.5583,12.55,13.6199,12.6394,11.3528,9.4389,8.4193,12.93,11.0981,10.2486,9.738,9.5757,12.0141,3.9882,7.8911,8.8538,9.0597,9.186
197201,15.5254,10.3606,11.9277,12.3743,12.561,8.5834,5.6865,7.187,7.207,8.1351,5.0672,4.3537,5.8133,5.9452,4.4732,7.0574,3.1353,0.3353,3.1484,4.8625,1.2568,0.9203,1.2179,2.3934,2.7861
197202,4.8389,2.7427,2.8063,4.8311,4.1097,4.5499,4.3862,1.1301,2.7978,4.8129,3.14,3.2874,3.7658,3.189,4.1235,2.0885,2.1747,2.8609,1.4242,3.6976,0.8947,2.1355,4.4685,1.9923,5.0779
197203,-0.8993,1.8228,-1.9118,-1.564,-0.6806,-1.5505,-0.6526,0.056,2.3171,1.4311,0.7596,0.794,2.5374,-1.4318,2.9804,2.6432,2.3712,-0.2074,0.2804,1.4904,2.6914,0.9616,0.6694,0.8797,0.2338
197204,1.6249,0.1438,-0.4699,1.1834,-0.4101,1.9106,1.8946,1.549,1.0935,0.1111,-1.1532,-1.211,0.0701,-0.2249,2.4491,2.5193,0.3537,-0.001,-0.6695,-0.9679,-3.0896,0.8574,1.0035,0.6705,1.5036
197205,-2.5868,-1.6707,-2.8774,-2.6737,-2.8591,-1.529,-1.9731,-2.4823,-2.4313,-1.1799,-0.7489,-2.0265,0.2297,-0.1736,-0.0844,-1.6877,-1.277,0.2578,0.6844,4.6618,-1.934,0.8701,2.7624,2.5076,4.1867
197206,-3.3071,-2.6487,-4.6249,-2.5599,-4.5767,0.9342,-3.6142,-3.2097,-0.9507,-4.1406,-3.3795,-2.947,-3.2432,-4.5466,-1.0738,-4.7142,-4.5545,-3.1206,-2.4049,-5.2605,-1.9622,-2.628,-1.669,-1.6116,-0.7782
197207,-3.5714,-1.9016,-3.2467,-4.3998,-6.4699,-5.0765,-4.1363,-2.0245,-3.2869,-4.2759,-1.3707,-0.965,-2.9181,-1.3746,-3.3789,-2.9162,0.5282,-2.6353,-3.2227,-3.1525,-1.6203,-0.7782,0.5912,0.7213,0.6945
197208,0.6686,1.8488,0.9931,0.3576,-3.0125,1.4767,-1.958,3.2376,2.8677,0.3759,4.712,4.987,2.6539,1.9281,0.5714,5.4179,4.0515,3.8342,3.0046,0.9841,6.2272,8.4431,2.5763,4.2238,2.4747
197209,-4.4303,-4.6146,-4.5582,-2.558,-4.914,-4.6534,-2.5083,-2.1506,-2.3705,-3.1429,-3.0386,-1.5252,-2.0676,-0.5942,-1.8475,-4.5109,-2.5581,-2.3161,-1.5433,-1.3783,-3.6481,-1.472,0.2076,0.4891,-0.5266
197210,-2.7841,-0.7114,-2.4684,-3.2259,-3.9211,-0.293,0.1155,0.4295,-0.2909,-2.5501,-0.9079,2.9711,-1.0346,0.6702,-2.9113,2.0076,0.7172,-0.6375,0.5329,-1.1137,-0.8278,2.0762,2.3505,0.594,1.6029
197211,5.1619,4.5133,4.4306,4.5795,3.903,6.6131,6.5543,6.3752,5.98,3.6815,6.3255,6.9451,5.3124,5.4828,3.9719,8.146,6.3723,8.1322,9.4967,5.6998,8.6144,7.565,4.5477,3.7581,3.0661
197212,-2.1825,-0.0887,-2.3762,-3.5353,-2.8089,-3.8328,-3.5864,-2.1432,0.6883,-0.774,-1.4452,1.4289,-0.8267,-1.8324,0.1338,-2.2731,-1.9304,-1.5547,-1.3775,0.4689,-2.3571,-0.0838,2.1465,2.5369,1.896
197301,-1.7013,-2.8247,-4.1032,-4.4419,-5.8168,-6.0821,-5.7105,-2.5302,-9.037,-6.9693,-6.7081,-6.2771,-4.0205,-5.1435,-8.6671,-6.7214,-3.8333,-5.1318,-6.2158,-6.6416,-3.9369,-2.0697,-1.7975,0.186,-3.5941
197302,-7.723,-7.5425,-7.5771,-7.3225,-11.517,-8.2959,-7.8483,-5.9706,-8.6496,-8.1355,-7.8027,-6.8097,-6.3071,-6.5984,-10.5491,-6.8151,-5.7017,-3.8763,-5.3286,-8.1946,-3.6574,-4.7422,-4.5775,-2.7689,-2.456
197303,-2.6962,-1.7939,-2.1783,-2.2934,-3.935,-0.0769,-2.4236,-3.2729,-1.6122,-2.9248,-1.2235,-1.5646,-3.2252,-3.6142,-4.6375,-1.5206,-3.094,-2.4364,-2.5606,-3.4503,-2.5508,1.5868,0.1216,0.4135,-0.8595
197304,-7.7865,-4.3738,-3.9955,-7.4752,-11.5154,-6.3016,-6.3451,-4.4271,-7.0596,-9.8057,-4.9659,-3.885,-5.5134,-4.0067,-10.6346,-6.1718,-4.1899,-5.9855,-4.8603,-9.61,-3.429,-2.7876,-3.6022,-4.1002,-5.1762
197305,-9.6945,-6.703,-7.478,-10.3074,-11.7713,-10.9429,-8.0378,-6.8475,-7.2474,-9.0647,-6.128,-6.7101,-6.5435,-2.3712,-9.1829,-8.7497,-3.448,-3.804,-3.1755,-6.9481,-2.4927,-0.9207,-1.2982,-1.0974,0.1627
197306,-1.3904,-4.0412,-3.1191,-4.4158,-6.0835,-3.7065,-0.407,-3.0298,-4.0164,-4.7929,-2.6371,-3.6571,-1.4668,-3.7463,-3.6196,-4.6281,-4.0289,-2.0073,-2.7773,-3.7477,-4.7628,-0.7607,0.2493,0.2126,-1.1312
197307,13.1301,11.187,10.9059,13.826,18.3532,9.9366,9.695,10.6418,9.5701,18.2062,9.8625,7.094,7.7155,8.1356,13.7601,9.4768,9.4568,7.3089,8.1428,13.1058,4.215,3.5233,2.936,3.3563,8.6801
197308,-5.1029,-5.4826,-3.8525,-5.5428,-7.0967,-4.8601,-4.6312,-6.6434,-3.7489,-3.5629,-2.1931,-1.4672,-3.0056,-4.5932,-3.4539,0.54,-2.4677,-2.118,-2.3454,-2.6587,-1.302,-3.0184,-3.8294,-2.9796,-3.7072
197309,9.1204,6.8059,10.0115,8.7466,10.5653,8.4909,9.9728,11.2742,9.6339,11.4381,12.4045,9.7454,9.6653,9.9696,10.2796,10.1359,11.9356,10.6,9.71,11.9029,7.5516,7.7455,7.1506,-2.0885,3.9512
197310,1.6873,1.0312,0.5091,0.1812,-1.505,2.1943,0.4923,0.1441,1.1339,-2.9432,1.0621,0.9452,0.5907,-0.0555,-1.3343,1.7597,1.4681,-1.2206,-1.9467,-1.4546,0.7583,2.3567,-2.2029,0.8728,-0.9313
197311,-18.6848,-17.3083,-19.4435,-18.7806,-22.7007,-18.4922,-15.9025,-17.083,-21.6259,-21.8159,-18.6423,-15.6637,-18.2149,-15.9433,-19.3431,-13.8495,-16.3378,-15.1396,-17.1253,-20.0932,-12.0231,-10.3897,-9.5862,-10.5554,-11.8497
197312,-4.7361,-3.3966,-2.3382,-3.2592,-4.1108,0.1376,-2.9755,-2.0209,-2.0911,-0.7032,2.3127,0.371,0.4767,-1.7574,1.1111,6.1949,3.7735,3.5448,1.1508,2.2392,3.3426,4.9588,2.8438,-2.2517,1.8408
197401,18.8222,15.3504,13.4248,12.7836,12.0052,13.9084,11.8127,10.9998,7.9615,5.8049,8.5379,7.6308,7.7869,6.1624,4.3775,4.513,4.6049,4.6,1.6082,0.5352,0.5538,-2.7904,-0.4797,-1.357,-2.5742
197402,0.2104,-0.3134,0.0278,1.1097,-0.5906,2.8669,0.9178,1.8983,0.2148,0.3573,2.5095,1.2134,0.1043,-1.4922,-0.7599,3.8444,2.0456,1.0613,-1.3842,-0.5779,1.6358,0.6915,0.2935,-1.1133,-0.2702
197403,1.0304,2.2984,-0.6279,0.3503,-0.1334,-0.7616,-1.1363,0.4453,1.2682,-0.6623,-0.8284,0.2057,-1.5295,-0.8413,-3.1773,-2.7885,-1.9666,-3.0809,-2.4186,-5.1988,-2.1422,-2.6851,-2.6307,-1.4948,-2.5053
197404,-3.7297,-4.6766,-5.411,-4.6374,-6.3592,-3.6737,-4.0013,-5.5262,-5.2087,-7.1192,-4.8462,-5.0985,-5.4492,-5.4625,-5.4969,-4.1312,-3.0146,-6.5492,-8.051,-6.8084,-3.4611,-2.6413,-4.6845,-3.9169,-3.8847
197405,-7.3015,-6.4922,-7.3242,-6.3814,-8.6718,-6.9151,-7.2894,-7.8126,-6.7994,-7.7964,-6.2954,-7.4743,-6.7522,-7.4111,-9.36,-7.4408,-4.2804,-6.981,-6.2078,-8.0182,-3.427,-5.2643,-1.8235,-1.24,-3.3267
197406,-2.2036,-0.2011,-2.787,-2.0456,-3.9644,-1.3719,-0.9507,-1.3372,-0.8512,-5.005,-0.8485,-1.7303,-3.4575,-4.2674,-3.7976,-1.7515,-2.9272,-1.8628,-3.697,-7.0803,-0.2562,-1.057,-0.9672,-1.919,-5.5919
197407,-4.6376,-3.2852,-3.4371,-5.2106,-7.4029,-4.7726,-3.0906,-3.3536,-3.1835,-6.8115,0.2297,-0.2,-3.5534,-5.244,-5.5148,-6.5674,-2.4768,-2.3069,-8.1645,-6.7921,-2.9347,-6.5939,-8.5594,-7.6163,-11.9321
197408,-6.3841,-6.2891,-7.415,-7.1846,-9.0058,-4.2818,-8.6397,-7.006,-9.1327,-9.6442,-4.8161,-7.7161,-8.7023,-9.9377,-10.4205,-6.3768,-7.9735,-10.1573,-10.2977,-11.1319,-7.0758,-8.2314,-7.836,-9.8893,-9.8331
197409,-7.7603,-6.4537,-7.5208,-7.4716,-11.5976,-7.0875,-5.9267,-6.0665,-9.3681,-12.7291,-5.5184,-4.6407,-8.8521,-7.6798,-13.4049,-8.008,-6.1318,-4.8434,-9.7956,-10.526,-9.4319,-10.4247,-10.1913,-13.4253,-17.5699
197410,10.0301,9.5865,8.9408,6.9696,9.3466,9.8771,8.8867,8.0423,9.978,12.4825,7.6895,8.971,10.5031,12.6001,15.4302,14.0184,13.303,13.7145,17.553,14.7776,23.276,19.1565,15.2946,19.5702,23.3102
197411,-4.5389,-4.7843,-5.6333,-5.1307,-7.5977,-2.6371,-2.4591,-5.8283,-4.8466,-6.6085,-2.7194,-2.2866,-1.6167,-5.2834,-5.4515,-0.7645,-2.976,-1.4097,-2.5288,-2.6894,-1.3224,-0.8369,-4.6524,-5.3964,-5.3044
197412,-7.3844,-5.793,-8.1502,-9.1046,-9.4235,-6.4366,-3.4851,-4.9975,-6.1173,-7.9612,-4.6264,-3.4905,-4.4904,-4.9312,-7.0973,-2.0019,-3.7267,-4.3447,-2.0146,-5.6297,0.1908,-0.387,-1.1765,-2.6639,-6.017
197501,30.8928,26.7682,28.2749,27.7328,31.2182,27.8108,20.0152,25.766,27.6831,27.634,22.8927,21.9544,24.2726,24.6289,22.3137,21.8808,22.8431,22.9207,19.3409,17.3485,7.6773,9.7038,11.9398,11.5124,14.0601
197502,5.2627,5.2997,6.5634,5.356,3.2757,4.2246,3.8924,2.3541,4.9256,7.0946,4.8501,4.0919,2.9581,8.0355,3.2793,3.7982,1.4162,2.9689,3.1863,6.6704,2.6823,5.0914,6.0178,9.8967,6.7878
197503,7.6328,7.785,8.1821,7.9153,12.2457,6.1633,6.313,6.8812,5.9262,9.2026,4.5425,3.397,6.357,8.4975,6.342,4.5595,4.7256,5.6688,6.3377,7.0103,4.137,4.4442,0.7713,2.0262,3.5374
197504,2.817,4.0166,4.9929,3.3817,6.1081,4.4677,5.2636,3.4978,2.9155,3.1199,5.5705,3.1995,1.8494,5.7015,6.6206,3.7729,4.4702,3.3287,4.5049,6.7903,5.8469,3.2064,2.7837,7.589,7.8299
197505,7.1372,6.6226,8.8634,9.4649,10.954,8.4799,5.2874,9.6693,7.8526,10.4712,5.4052,7.1643,5.9511,5.5231,5.0864,5.081,5.0513,7.5753,5.386,6.7212,7.5959,6.2348,5.0441,6.2145,2.8537
197506,8.6765,8.0893,8.3088,8.7847,6.4719,7.8531,6.6294,5.4951,8.7523,7.3173,4.3647,5.0328,7.8263,6.2633,5.1389,6.249,6.5771,8.5713,8.581,6.5177,4.9258,5.5033,5.2185,3.6292,3.7298
197507,-0.263,-1.4446,0.1099,-0.5212,-1.0975,-2.6045,-3.4079,-3.2099,-3.028,-3.8117,-3.6023,-3.0051,-3.7874,-5.7393,-4.8873,-7.0775,-6.2219,-5.5455,-4.1629,-7.7087,0.1758,-7.1293,-7.8818,-7.0295,-6.3509
197508,-7.5269,-5.4238,-5.3748,-5.1677,-6.8838,-6.3031,-3.9997,-3.9772,-4.4293,-5.9396,-3.781,-5.1026,-2.2676,-4.1617,-3.6828,-3.0155,-2.2311,-3.4452,-4.1803,-4.3797,-3.1412,-2.4531,-1.4364,-1.2167,-1.702
197509,-4.0239,-1.6366,-4.8626,-2.9362,-3.6607,-3.3159,-3.6324,-5.0035,-3.7411,-3.703,-5.7247,-3.6417,-5.0286,-4.0819,-2.8442,-5.4583,-3.7991,-2.3657,-3.2573,-5.2542,-1.6394,-3.2497,-2.3847,-4.6975,-4.7784
197510,1.3411,2.1713,2.9728,1.36,2.3439,2.5511,3.3994,4.217,3.7724,2.6903,4.5143,5.5575,2.0329,2.1941,2.1433,7.6289,5.9353,7.1634,6.4996,4.0509,9.0503,9.0198,7.8099,6.7248,3.746
197511,1.753,2.8746,3.8838,2.1235,2.1333,2.0959,1.4824,3.9376,5.0169,2.0357,2.8046,5.304,3.0559,1.5467,2.4992,3.7756,4.1166,4.2838,3.1807,4.9952,2.4182,6.1747,4.5818,1.9952,0.5127
197512,-0.5255,-1.8093,-0.8923,-2.0314,-1.1894,-1.687,-1.1774,-0.0862,-0.7694,-2.1147,0.0087,1.1953,1.2044,-1.6869,-1.6269,0.0278,-0.9232,0.5898,-0.739,-2.5162,0.2178,-1.8246,-1.9615,-0.8344,-0.7665
197601,24.3568,21.2378,21.6193,20.5742,22.2238,20.2025,19.5143,17.7002,19.5611,17.2626,19.6115,16.0786,15.5727,16.8916,17.7436,18.7583,16.6684,12.9381,13.4043,15.4483,13.4058,10.3744,11.7019,9.8389,11.8616
197602,14.4663,11.9189,10.0701,10.1075,11.8326,10.5225,6.5731,9.8511,6.8377,7.8723,7.95,5.1289,5.5653,5.4951,5.0641,4.244,3.7978,2.2907,2.3344,3.0257,3.4692,-0.2587,-0.5926,-2.4078,-2.3266
197603,2.3093,0.7415,1.7217,0.3123,2.6718,1.9048,1.5266,1.6728,0.4951,0.2743,4.7332,2.3166,1.0763,1.1408,0.2782,2.5686,1.5485,2.3309,0.6651,1.4739,4.8382,3.7481,2.6714,2.4368,3.7693
197604,-2.0345,-0.6805,-1.554,-0.8713,-2.654,-2.5576,-1.6609,-0.8431,-0.6846,-1.029,-1.4776,-0.5723,0.2909,-2.373,-0.218,-2.967,-1.5788,-1.2901,-0.7272,-1.3244,-0.573,-3.469,-1.3318,-0.3532,-0.2375
197605,-3.7804,-3.8964,-2.2108,-2.6599,-2.5675,-2.419,-2.4873,-2.5406,-2.1484,-1.4879,-1.1939,-3.2696,-1.625,-0.448,-1.056,-1.8078,-2.5441,-2.5611,-1.8494,0.5854,-1.2009,-2.6937,-1.1346,-0.5452,0.6886
197606,2.3232,1.8434,1.9906,4.3389,3.4243,4.0784,5.0441,2.1117,3.4068,3.1318,6.8972,6.3223,5.1257,5.066,5.2763,7.4955,6.4005,4.7037,4.7216,4.7937,4.0212,4.9445,4.9441,4.0818,3.9542
197607,-0.5037,-0.0246,1.2251,0.705,-0.9768,0.4358,1.185,-0.7685,1.9133,-0.102,-0.7631,0.3785,1.055,0.2822,-1.3194,1.7462,0.4167,-0.001,0.1525,-0.4509,0.8927,-1.5926,0.2678,-0.7421,-1.6705
197608,-3.5617,-0.8278,-0.5109,-1.6435,-2.9459,-2.1263,-2.3905,-1.6103,-2.4572,-2.9933,-3.4973,-2.1586,-0.5741,-0.0273,-2.1156,-3.8994,-1.6557,-0.3685,0.8167,-0.9444,-0.8055,-1.2271,0.8843,1.1014,-1.0766
197609,1.2528,2.6467,1.5149,1.9233,2.4843,1.642,2.9788,4.4897,2.6435,5.1724,0.9363,2.9978,2.0833,2.2193,4.2762,3.0089,1.7456,2.0348,2.8665,2.7553,-0.6469,2.467,3.6466,1.9459,3.1059
197610,-3.3472,-1.5086,-1.2384,-2.204,-1.9628,-1.6023,-2.446,-1.8104,-2.0151,-3.0503,-2.2138,-1.2259,-1.9386,0.0775,-2.5833,-1.5773,-3.643,-1.2787,-0.5535,-2.1447,-4.1732,-3.7428,-2.3876,-1.4148,-2.1585
197611,1.889,3.0905,3.334,2.8242,4.2739,4.5591,2.9102,2.6307,4.7712,3.6192,4.8629,4.358,3.6979,3.3659,3.9077,2.8623,3.0531,4.564,3.0116,3.7067,0.9681,-0.4289,0.6674,-0.196,-1.437
197612,11.0137,8.6892,9.7712,10.1357,10.8395,11.347,9.8816,11.0896,8.7569,7.7379,10.2309,7.9632,9.0518,8.7355,5.75,8.7917,8.1715,7.7161,7.1833,6.2695,8.2763,7.1561,6.4437,4.7276,3.505
197701,5.482,3.7213,4.3435,4.243,3.8589,2.7141,1.4032,0.7839,1.3056,1.317,0.4731,0.5134,-0.1322,-1.0726,-0.0159,-2.2432,-4.3688,-1.7773,-2.65,-1.7057,-4.4219,-2.2171,-3.5975,-4.7553,-8.6834
197702,-0.2989,-0.1401,-0.1187,2.3649,-1.564,-0.9552,-0.6646,-0.5814,-1.3186,-0.7181,-3.0728,-1.507,-0.9057,-1.7794,-2.8009,-2.2361,-2.3396,-0.5235,-2.828,-2.8418,-2.9064,-2.5546,-2.2557,-0.5664,-2.3112
197703,0.9136,2.6512,0.5109,0.8088,-0.1945,-1.0549,0.6418,0.039,0.9684,0.1778,-1.0633,0.656,0.5961,0.7099,0.6566,-0.281,0.7212,-1.0467,1.2342,-0.2382,0.6277,-1.6167,-1.1698,-1.8286,-1.5319
197704,1.7943,2.1399,1.5153,2.111,1.3576,2.6408,1.8491,1.7901,1.9497,1.0061,1.3142,2.869,0.9693,1.5523,1.3344,3.0831,0.3519,1.8397,2.4093,0.8208,0.4156,1.0133,1.989,-1.4599,-0.0263
197705,0.2389,1.0065,-0.4246,0.7361,0.005,-0.9291,0.789,-0.5341,0.2888,-0.4008,-0.0402,-0.2602,0.5234,0.0496,0.5382,-0.8212,-1.9363,-0.764,-0.3421,-0.456,-1.8771,-1.0139,-0.7216,-1.7447,-1.9143
197706,6.7422,7.3158,6.2778,4.4254,7.1638,7.8492,6.9299,5.1915,5.8405,8.1281,7.2906,5.6437,4.5181,5.3402,8.9982,3.1769,4.2416,5.1096,5.6628,6.8174,1.4185,5.1293,4.0018,5.0787,5.0965
197707,0.3292,0.1448,1.5919,1.6166,1.3592,-0.7465,0.3407,0.3422,-0.2211,-0.0922,-1.1775,-0.5927,-1.0884,0.2447,-0.6876,-2.4956,-1.9157,-1.6719,-2.1975,-1.4644,-1.4261,-0.084,-1.5355,-1.378,-2.7713
197708,-2.1971,-0.2966,-0.137,-0.4943,-0.3284,-1.8656,-1.1641,-1.0354,-0.4026,0.3463,-0.5019,-0.8157,-0.731,-0.4638,0.1105,1.9444,-4.0366,-0.6883,-2.09,-1.8585,-4.4038,-1.5168,-2.2018,-0.5976,-1.47
197709,1.2571,1.9622,2.1973,1.9792,1.3345,1.6089,1.49,-1.3737,2.6199,0.0301,-0.4764,0.3859,0.5057,1.8394,2.3943,-1.2658,-0.4253,0.6283,0.1845,2.1521,-3.5648,-0.0511,0.5622,-0.2602,-1.2359
197710,-2.925,-1.6697,-1.9319,-1.8565,-3.1558,-5.3355,-1.0942,-1.3415,-3.3967,-2.9565,-3.6931,-2.0827,-3.0576,-1.3632,-3.0055,-4.347,-3.2586,-2.7597,-3.4552,-4.4813,-2.7729,-4.6283,-4.5493,-3.9517,-4.3433
197711,8.9509,7.6271,9.1746,8.4019,8.0098,7.8648,8.2172,9.1639,8.3302,8.3145,8.8475,6.7533,6.7208,6.5691,5.86,8.5337,5.7486,5.1796,7.8377,6.6974,7.1295,3.7733,2.7196,3.1893,4.6247
197712,2.2303,2.9459,2.6256,3.4264,3.214,1.0314,0.8118,0.6364,1.8138,2.6141,1.8743,2.1384,0.87,0.018,1.0718,1.0456,1.1763,0.8967,0.642,-0.9321,0.1745,-0.4447,0.7707,1.1043,-0.6583
197801,0.4245,-1.5184,-1.9164,-2.1582,-1.6885,-3.1023,-2.1228,-3.7318,-3.6771,-4.8319,-3.4203,-3.7104,-2.5881,-3.8621,-6.6962,-4.7459,-5.1948,-4.8787,-5.0592,-6.7518,-5.2725,-5.5235,-5.4725,-6.115,-7.9059
197802,4.2607,3.3439,2.2856,2.5273,3.4849,2.614,1.2467,0.7978,1.6782,1.4136,2.389,1.2385,0.4076,0.3143,0.9367,0.4194,-0.3692,-0.1925,-1.191,-1.2919,0.3274,-2.2344,-0.1018,-2.443,-2.6561
197803,9.9077,6.2757,7.1489,8.2306,7.3415,9.9023,5.1216,6.9931,5.1069,6.7811,6.8368,7.0508,4.5097,6.1181,3.7622,7.2446,4.3278,4.3888,4.5598,5.2591,4.9174,2.2189,2.687,1.5909,3.4694
197804,8.2705,7.6373,8.0558,9.3254,8.6078,7.5043,6.992,6.7723,7.2811,10.6837,7.6013,6.6427,7.7635,6.5303,9.3796,7.2623,7.0942,6.2064,6.4315,8.6093,11.1093,7.9861,7.0039,10.2927,10.6278
197805,8.7172,6.3185,5.8062,8.7814,7.6913,7.4663,3.6194,4.1455,4.1532,7.3894,5.9735,3.8015,4.3977,4.245,5.8677,3.4813,3.7165,3.3303,3.3978,2.8617,6.1146,0.9077,1.5677,0.4146,1.4615
197806,-0.1598,-0.0185,0.2525,0.6121,0.6509,-0.4758,-0.9679,2.033,0.5506,-0.4464,-0.8549,1.8463,-0.4424,0.7195,-0.4961,-0.4035,-1.1614,-0.6,0.0414,-0.2575,-1.7808,-1.4528,-2.3308,-1.4763,-1.3747
197807,4.1634,4.067,6.5714,6.6568,6.1729,7.6792,5.8139,5.3669,4.994,6.4959,6.158,3.4343,4.5333,4.9731,7.0711,7.5884,5.0795,4.3354,7.3724,8.8391,4.1532,5.8094,6.0472,4.65,6.0041
197808,10.6667,8.7954,7.3619,9.4935,9.7873,9.0478,8.1856,7.6546,7.462,9.7877,8.8489,8.534,7.2989,5.5586,9.0405,4.4531,3.5539,7.6529,4.7897,5.6455,1.9028,3.5504,2.3386,3.2881,3.6556
197809,0.9601,-1.0826,-0.3376,-0.6042,-1.0501,-1.693,0.4209,-0.9546,-0.7576,-2.3799,-1.6664,-1.865,-2.3924,-2.1352,-2.2281,-0.8967,0.6088,-1.875,-2.0754,-2.1267,1.4855,-0.2894,-0.8165,-0.4218,-2.1562
197810,-22.3282,-20.157,-21.3481,-22.0048,-25.3075,-21.2983,-17.2662,-16.0624,-18.1799,-23.8737,-21.2009,-15.6277,-15.0045,-15.2633,-19.134,-14.8923,-11.9969,-14.6093,-13.2992,-14.5917,-9.7253,-6.8039,-8.7809,-9.683,-10.3037
197811,5.047,5.2751,6.6765,7.9035,6.6694,5.4699,3.2513,4.7627,5.0601,10.292,6.1953,2.3467,5.2155,5.1019,5.1717,4.4726,1.7833,3.2479,3.0784,3.4436,1.2529,3.7419,2.4365,2.2263,4.0429
197812,1.9476,-0.1092,1.3977,2.3368,3.2268,2.3219,0.3031,2.1079,3.1148,2.8168,2.4064,0.5983,1.4241,2.7912,2.2383,0.4208,0.6028,1.0181,2.3558,0.9344,1.5812,2.1211,0.8595,1.3757,2.2967
197901,11.5521,10.2495,9.965,10.0704,9.7776,8.8143,10.6047,6.1021,7.4279,8.9423,9.088,7.9017,5.9772,7.0838,6.9661,7.7875,8.5958,6.8249,3.6794,4.9714,6.27,4.0544,4.4416,3.1902,3.6242
197902,-2.0534,-1.6,-2.7648,-2.4452,-3.3818,-3.0073,-2.1192,-1.6118,-3.3935,-4.1577,-2.441,-1.9581,-3.7792,-2.512,-2.4728,-3.3971,-2.4201,-3.6555,-3.5763,-4.9738,-2.93,-2.0262,-3.7805,-3.1053,-3.4989
197903,9.1956,8.4882,8.2447,8.7472,10.0715,11.3677,7.1411,6.9726,9.022,10.6808,13.3758,9.1436,6.9184,7.6318,11.0235,8.1118,7.6839,7.5058,7.2545,9.1799,8.5411,4.7809,4.8401,5.6692,7.5031
197904,4.033,2.7379,3.0275,2.1145,2.3042,3.909,2.387,0.9024,2.8812,2.3684,1.985,2.9241,1.9701,1.5793,1.516,0.7019,0.0918,2.5507,1.0695,1.7569,-0.6563,-0.9186,0.3582,1.1719,1.0784
197905,-1.2641,-0.68,-1.4651,-1.566,-1.6569,-2.1053,-0.2242,-1.1953,-1.4936,-1.3173,-1.1396,-0.5706,-1.3437,-2.4014,-2.7268,-1.8741,0.2349,-2.6237,-1.02,0.4435,-0.7794,-1.8134,-2.1024,-1.3335,-0.6868
197906,5.4287,4.5194,5.0671,4.5655,5.9157,5.9367,4.6807,6.3306,4.7701,7.2403,3.8675,5.4702,4.4614,5.4335,5.5204,5.0789,7.2527,8.5371,4.6285,6.4914,5.4481,2.4177,3.9613,5.3732,5.8621
197907,3.1417,2.818,3.0322,3.1295,1.6623,1.6727,4.5992,1.7172,3.3392,3.9139,3.8205,3.2719,4.0896,5.4225,1.8636,3.2493,3.1345,2.3153,1.4119,2.39,3.6275,-0.0339,1.7716,1.1973,1.1332
197908,7.9534,6.6231,8.5153,7.1646,8.9197,6.6718,6.872,8.8514,7.153,8.8485,6.7274,7.537,5.9085,7.6733,8.257,6.84,5.5216,6.9838,7.4198,8.8679,7.2598,4.0933,6.7743,6.1724,9.2687
197909,-0.7922,0.6867,-1.3988,-0.0287,-0.8276,-0.043,-1.2832,-0.4203,-1.3541,-0.0857,-0.375,-1.2365,-2.0577,0.204,0.1561,0.5737,-1.9817,-0.9164,-0.7131,0.8212,1.4457,0.6176,0.6809,-1.1506,-0.3669
197910,-11.1234,-10.3696,-9.6693,-11.3193,-11.2054,-11.8988,-11.5721,-11.2237,-9.6325,-9.8858,-10.2198,-10.056,-9.1535,-8.5824,-8.4757,-9.2913,-9.1702,-8.6232,-8.0455,-8.9643,-6.0483,-4.3543,-7.6328,-7.0878,-6.0567
197911,7.3635,6.1664,8.9462,7.8247,9.0001,8.6714,7.5428,6.81,6.6902,10.8651,8.0154,5.9322,7.7563,7.5897,10.5085,9.4292,6.7077,6.5204,6.2192,9.9251,6.6521,4.8887,4.153,5.9369,8.3431
197912,8.762,6.1155,8.7353,8.7391,7.8803,8.3104,4.3087,5.6603,6.6616,6.8725,4.1333,4.3201,2.3426,3.4746,6.6248,4.6571,3.2808,2.5516,2.0841,5.3297,5.4732,-0.1566,2.8618,1.5639,3.9298
198001,10.8457,9.1049,11.3089,10.6252,10.935,7.5483,5.3823,4.7299,7.1151,8.3555,8.9896,5.0299,5.372,6.4201,6.961,8.7954,3.5042,5.8999,4.7643,7.4146,6.9126,7.2995,6.3985,2.5668,6.4259
198002,-1.472,-1.8611,-2.2581,0.0482,0.0852,-1.5813,-1.3353,-3.7275,-2.6164,-1.3267,-3.7216,-2.6735,-3.1464,-3.604,-2.0197,-2.367,-4.0169,-1.7265,-3.2275,-1.7394,3.4413,3.8977,-0.9589,-3.8954,-2.7147
198003,-19.8813,-17.1018,-17.6399,-19.267,-20.692,-19.1743,-16.2381,-15.2867,-16.4771,-18.783,-16.3125,-15.2702,-13.5435,-15.65,-17.4252,-17.1759,-12.7897,-12.2048,-10.147,-14.9279,-13.5623,-10.8046,-9.6203,-6.2003,-8.8074
