,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
201907,-2.3859,-0.1113,-1.0016,-0.6972,-3.7513,-0.1062,2.8033,0.3435,0.6561,-1.926,1.5154,1.5084,1.6653,1.8052,1.0161,-0.1427,1.0613,1.9139,0.5605,3.1443,0.7433,1.3644,1.7289,1.4675,2.0973
201908,-5.8849,-6.8098,-7.1745,-6.7678,-5.4648,-8.2997,-5.8534,-4.5161,-5.5486,-3.5986,-8.7855,-5.8687,-4.374,-6.3112,-5.1403,-2.7726,-5.4386,-3.6828,-4.5517,-3.7237,-2.7902,-1.5425,-2.1517,-0.8034,-1.9795
201909,2.6461,6.247,6.2926,3.9417,0.834,3.2341,4.715,4.4813,3.9791,-0.6403,3.4654,3.2032,2.1656,3.1042,-1.1979,2.8539,3.8405,3.4369,3.1107,-3.0695,1.5783,3.2233,3.0086,0.2603,-0.3883
201910,-0.4601,0.3193,0.87,1.7968,-0.1532,0.5841,4.9361,1.0878,2.2467,4.2498,1.4959,2.5571,1.3701,1.608,4.2595,-0.3341,-0.3,0.7323,1.3456,2.2064,2.4851,1.8574,3.0208,3.2049,1.8551
201911,2.8386,6.0986,2.7559,2.77,7.6094,4.1684,3.6401,2.9905,3.9323,6.0929,4.8668,1.8784,2.4808,4.6554,6.8463,4.8066,4.6618,3.7883,3.7416,7.4456,3.2246,3.6304,3.801,4.2504,3.9616
201912,6.7172,4.1623,2.1011,4.2448,8.6305,5.7967,3.2087,3.865,2.7479,4.3515,3.293,2.6339,2.7864,2.1187,1.9087,3.0211,4.0205,2.3602,2.0889,-0.5726,2.949,4.1636,2.725,2.9318,1.8581
202001,-3.9267,-5.9813,-6.4779,-5.5224,-4.4933,-6.3439,-6.2077,-5.1843,-4.5215,-3.2628,-3.6628,-3.9411,-3.8524,-4.8456,-0.319,-3.8114,-1.7647,-2.506,-0.1587,1.8505,-1.8423,-0.4593,-0.7857,1.3854,3.7374
202002,-6.252,-4.7037,-7.9221,-9.0175,-5.4423,-10.2885,-11.1196,-9.7533,-10.937,-7.2031,-10.2441,-11.0268,-10.0247,-9.0589,-5.8123,-9.8622,-9.6779,-10.5328,-8.4793,-4.7182,-7.9627,-9.5527,-9.3885,-5.716,-6.9419
202003,-24.6891,-25.3806,-24.5804,-21.9829,-21.5655,-22.1161,-27.5039,-21.5683,-25.5801,-21.3043,-21.5364,-22.8371,-22.3851,-20.2287,-20.6908,-17.9081,-23.2963,-21.3447,-19.0509,-15.9773,-9.2716,-12.3324,-14.5056,-9.7023,-10.9623
202004,20.882,16.868,12.9502,11.9248,17.0192,17.5123,16.9759,15.8656,14.9319,14.4189,15.4404,15.7341,11.3703,12.3778,18.8653,17.0715,13.4501,14.1381,12.3779,19.8339,11.7479,13.1482,11.9542,13.1268,15.404
202005,10.0438,6.1527,4.6015,3.8351,7.6211,2.9049,5.8967,3.6767,4.2291,10.4222,7.4896,6.9883,3.5028,6.7651,11.02,5.6478,4.7685,6.2605,7.8416,14.0382,4.2438,3.7634,5.24,6.2392,5.08
202006,15.3427,2.6208,4.4588,4.9983,5.4493,3.641,3.9573,1.398,3.8671,4.4925,3.2996,0.598,-0.1105,3.469,3.5561,1.5217,-0.56,0.0533,0.6004,4.4433,-0.0484,3.3002,0.2913,3.6434,3.5651
202007,6.3226,1.4818,-1.6442,-0.8381,0.4833,3.657,2.7276,1.5831,3.0113,0.8889,3.3027,3.5097,2.8191,2.7008,2.7866,5.5114,5.7923,7.4031,3.8188,6.7027,8.4793,4.5189,3.072,5.5669,8.3445
202008,1.6352,4.3805,5.8085,11.2873,7.9756,8.0687,4.6025,5.4952,4.9967,7.1784,3.5848,4.2829,2.0752,6.7413,8.1003,2.7143,6.142,3.6845,3.4111,5.0808,10.6266,4.9298,5.2777,11.5253,7.9928
202009,1.1667,-5.0654,-3.9134,-2.125,-4.1405,-5.2461,-4.7663,-5.5654,-5.777,-1.8089,-3.5307,-3.8695,-4.7418,-4.6165,-1.0889,-6.7443,-0.4596,-1.6781,-2.5766,0.3535,-6.4514,-2.5032,-1.1225,-3.9249,-4.992
202010,-1.5194,1.8407,2.767,2.623,-0.1562,2.8614,3.6922,4.0851,6.0243,0.3461,2.6163,4.3346,4.8763,4.5511,1.6605,-2.5647,2.4352,1.0192,1.9471,1.5538,-4.86,-2.3355,-2.83,-3.8079,-1.3049
202011,26.2933,21.4945,15.8145,18.938,23.3272,22.3931,16.8376,19.7926,16.1606,20.4154,24.623,17.1215,13.648,17.7581,18.6,19.9944,13.7417,12.3829,13.5353,15.3459,11.1416,12.4823,12.9712,11.9246,9.6858
202012,8.6349,6.8004,9.2889,8.3106,9.8947,10.5898,8.3967,10.0375,8.8065,10.0365,9.2044,7.0977,7.184,9.2432,11.2082,6.197,4.4097,4.4809,5.7055,7.59,7.3289,3.5368,2.6061,4.9142,2.9745
202101,41.9333,7.2372,3.2338,9.2341,12.853,14.1639,1.9375,5.6019,4.0558,7.8285,3.0587,2.498,2.9977,-0.2008,3.4244,4.6582,0.6386,-0.2796,-2.0772,1.8842,0.5974,-0.3657,-2.3214,-0.2003,-1.3572
202102,-4.3605,12.0585,13.1965,12.5038,10.1239,6.4981,8.5224,8.9505,14.0657,6.3522,10.95,10.6019,5.7413,10.9393,1.882,6.6494,9.4991,7.3215,6.7119,5.0259,-1.971,3.074,5.0431,0.5976,2.7318
202103,4.7139,5.8857,3.9815,5.7008,1.5887,0.7022,3.6356,3.8718,3.0767,-1.6944,2.1865,6.7275,3.6928,3.7542,-1.9069,4.3608,5.3112,6.9099,3.8196,-3.7389,3.8597,7.0291,5.3078,3.8453,0.7947
202104,-2.5681,0.5999,0.349,0.1877,0.0628,-1.2435,4.6293,0.9996,2.8314,2.3028,2.8428,4.3982,3.0888,4.0108,2.7607,4.073,4.0182,5.0351,5.4729,4.0384,4.2823,3.0918,3.9539,6.052,8.1692
202105,5.4353,7.65,3.1208,3.2998,2.1261,2.0694,4.1815,2.2157,1.5381,-1.516,1.7094,2.5229,2.3058,-0.5841,-2.7065,3.2836,3.0584,1.3632,1.5454,-3.8442,-0.8189,2.3821,1.9837,0.0338,-1.266
202106,1.8175,2.5308,2.7484,4.1614,5.2229,7.6953,-0.8662,-1.2119,-1.0478,3.7103,-0.2401,-4.0704,-1.2428,-1.5106,3.0871,0.588,-2.8136,-2.6449,1.041,5.2127,4.9333,-1.4608,1.0673,3.8323,4.8444
202107,-8.2433,-3.534,0.2783,-2.0446,-7.9918,-6.0805,-4.2369,-1.5939,-3.8507,-5.2858,-4.1627,-1.6782,-0.8033,-0.6402,-3.6589,-4.028,-2.037,1.8292,0.1885,-1.5997,2.7302,1.0537,2.5348,3.427,0.8808
202108,2.4703,3.9057,1.1987,4.4189,4.405,0.8496,0.011,1.2434,2.5673,2.9804,0.6312,0.5653,2.1841,3.824,1.4287,2.0022,2.0584,1.7424,3.5111,3.4843,2.9955,0.0543,2.9729,3.1289,4.161
202109,-0.8637,-4.4091,-2.0483,-1.8563,-4.0683,-0.0469,-2.2426,-2.6875,-2.2441,-3.9914,1.5069,-1.9356,-3.1555,-3.8592,-4.0192,1.6274,-2.2452,-5.2866,-4.2822,-4.149,-4.6419,-3.4561,-5.2425,-4.8302,-4.2918
202110,1.9183,4.0381,4.0726,2.643,-0.5298,3.9255,2.2156,4.2402,4.8511,1.366,4.6954,2.5372,3.8308,4.6653,5.5348,4.682,2.2665,4.5532,6.3599,5.934,5.2376,5.2896,7.7481,5.9113,9.5265
202111,-7.6461,-3.7066,-2.8534,-3.754,-5.9327,-6.3218,-2.5097,-2.4574,-0.4079,-5.8358,-3.9237,-1.1321,-3.161,-3.6044,-7.4046,-3.3948,-1.6768,-2.5882,-4.7514,-5.7024,5.5636,-3.2817,-2.4399,-2.6117,0.4261
202112,-0.8677,3.4172,3.1579,2.6872,-1.9494,3.2958,5.0509,8.9843,4.4544,-0.8299,0.3488,5.4735,5.8171,3.6757,-1.0828,3.0371,7.763,6.241,4.5702,-0.7611,6.347,7.6662,5.029,5.3002,-2.3466
202201,-6.789,-7.2799,-5.4617,-3.1449,-13.1608,-4.7646,-6.184,-7.2537,-7.2186,-13.8613,-3.13,-5.8884,-6.5858,-7.6528,-13.727,0.6562,-4.5189,-4.9545,-6.3355,-13.3578,0.1846,-0.4817,-3.8253,-5.835,-11.5334
202202,5.7291,-0.0825,2.1417,-1.1071,-2.5374,5.2371,1.1674,0.3054,1.0158,1.2545,4.3481,-0.942,1.6209,0.3599,-0.6238,3.8919,3.9544,-0.5474,-0.2119,-0.1555,-3.4186,-0.2981,-1.996,-4.905,-2.5876
202203,6.9252,0.6437,-0.5504,-0.3355,-1.3182,5.2433,2.5657,0.4873,-0.1174,-1.1448,7.4225,1.8435,2.8271,-0.2156,-0.9727,6.2216,2.7225,2.3632,0.816,-1.6356,5.5844,3.8269,3.1928,1.9596,4.5146
202204,-6.8396,-6.6297,-5.9537,-8.1844,-13.5354,-9.5067,-8.3897,-7.1131,-8.1885,-13.8845,-4.6405,-4.8771,-6.4689,-8.5368,-12.65,-4.7096,-5.9779,-6.4119,-7.9031,-11.554,-6.9005,-5.0937,-6.6258,-8.4135,-16.692
202205,0.4962,1.9347,2.7486,0.4235,-4.3018,3.5286,2.6746,2.0668,4.4962,-4.1165,4.0132,2.3307,1.4825,-1.7578,-3.1437,6.404,0.4216,2.7254,0.0716,-1.3814,0.8314,2.3339,-0.9925,0.4893,-3.0971
202206,-11.8838,-8.4196,-7.2754,-5.933,-2.2904,-12.2348,-7.8481,-3.4716,-8.65,-5.1805,-14.337,-10.1865,-8.7572,-7.3369,-5.2514,-13.6842,-11.1334,-9.3842,-9.2565,-8.1448,-8.7059,-10.8657,-6.7705,-7.1679,-8.4765
202207,9.3131,6.8332,7.6437,8.7856,10.8295,9.7651,9.0864,8.4818,11.8802,14.8376,11.6967,8.029,6.5335,11.038,13.2244,7.2194,9.9377,9.2251,11.7427,11.4842,2.9413,5.2922,11.1119,10.1088,16.8143
202208,4.669,0.2225,-0.9816,-0.2761,0.1503,-0.5626,-5.2648,-3.8711,-1.3465,0.6921,-2.2033,-3.6033,-1.9065,-3.3859,-2.5798,-3.6354,-3.8385,-1.6217,-3.5237,-1.4478,-2.2673,-2.348,-3.079,-5.3704,-5.2001
202209,-12.3961,-10.503,-10.4025,-9.3286,-8.1167,-10.759,-11.6278,-9.2873,-7.573,-9.7358,-9.5759,-11.0755,-8.879,-8.4967,-9.663,-9.7404,-9.7424,-9.7586,-8.6174,-11.058,-7.9695,-8.4303,-8.7243,-9.4419,-9.9248
202210,7.3854,10.715,11.7854,7.5856,6.0062,14.2079,13.1221,15.5832,9.4354,7.5576,10.1289,13.8998,10.9196,11.099,6.6308,11.2504,10.3322,9.1212,7.4288,5.5641,12.941,10.6653,9.9095,4.6952,3.7165
202211,-0.4282,0.2259,2.2634,2.1753,-4.0921,3.4263,2.249,0.4379,0.9955,-0.6852,4.0602,5.8071,6.5243,5.8475,1.8469,5.8789,5.8374,6.0252,5.3377,2.5231,7.415,5.3904,3.9111,6.0728,4.4133
202212,-1.7758,-6.0779,-2.6956,-4.4051,-7.2778,-3.6693,-5.0934,-5.871,-5.5723,-8.061,-7.018,-6.2898,-6.139,-5.2428,-6.4353,-3.2072,-4.9588,-5.1513,-5.8574,-8.1649,-3.2027,-2.8688,-6.687,-8.0524,-8.6023
202301,12.8783,9.3861,10.978,8.8892,12.9835,12.0113,11.2543,7.5829,11.1576,13.2258,10.6173,10.5974,7.7082,9.913,12.0483,5.8448,9.8156,7.4653,10.6994,12.6252,2.0927,3.4417,5.6498,7.6643,13.0366
202302,-3.5824,-0.2335,-2.1346,-2.7627,-4.6,-3.4378,-2.72,-0.5201,0.8075,-3.6246,-3.3026,-2.8016,-0.177,-1.0725,-0.0498,-3.9872,-3.1544,-2.3645,-2.723,-2.3384,-2.0352,-2.6395,-1.7462,-1.9922,-2.543
202303,-9.5594,-7.9659,-4.2769,-9.0872,-8.6271,-4.979,-4.6891,-5.8508,-3.8746,-4.1617,-4.5949,-3.6679,-5.2063,-1.5438,-3.7719,-1.9285,-1.4932,-2.7801,-1.8215,-0.8811,0.9325,1.6577,4.4259,5.8214,6.1113
202304,1.7323,-4.9132,-3.3501,-5.4345,-1.9105,0.1436,-2.8809,-3.6026,-3.7025,-2.4644,-0.0734,-1.4518,-2.0049,-2.1258,-1.5634,1.2686,-0.3996,-1.1361,-2.0725,-4.5191,-0.0356,3.7319,2.2783,0.7481,-1.2322
202305,-0.1631,-0.6964,-2.257,-0.3429,3.2269,-4.0535,-2.6915,-0.5348,4.2807,4.7309,-1.3279,-3.111,-3.1777,-3.5394,0.1302,-5.2076,-3.6915,-2.3093,-3.4915,2.6853,-4.4024,-3.301,-0.8086,4.5393,8.0629
202306,4.708,8.1932,7.302,5.0494,5.612,6.3102,9.9441,8.2775,7.9697,6.7171,8.713,8.7891,8.741,8.4432,7.8615,7.7369,9.0673,7.9684,9.4792,9.5474,4.7626,6.6961,7.0794,5.9786,7.7277
202307,6.7381,7.5133,6.4767,6.6228,6.1077,5.3741,6.3923,7.5493,5.9458,8.4101,9.4056,5.0957,5.6173,4.6817,4.6915,4.6667,3.9934,3.7405,5.0942,5.653,3.5718,3.8348,2.649,2.4101,5.2965
202308,-11.3302,-7.6128,-6.2118,-4.4836,-8.6505,-7.1147,-6.6114,-4.2911,-3.9586,-5.4277,-8.0461,-5.6775,-5.602,-4.6786,-2.9622,-3.5605,-1.7566,-1.3492,-2.5267,-4.4261,-1.6963,-2.0291,-0.4102,-2.2233,-1.4059
202309,-8.4382,-6.4745,-4.1319,-4.8155,-6.3714,-7.5568,-5.7967,-5.9966,-5.676,-5.8722,-7.5246,-4.2776,-5.6152,-5.7703,-5.5486,-5.3024,-4.9024,-4.7179,-5.4131,-5.7646,-4.7645,-4.3071,-5.8507,-3.3932,-5.0146
202310,-11.4349,-6.57,-6.106,-4.8498,-7.4118,-7.7364,-6.7605,-3.8729,-5.7704,-9.0354,-5.8168,-5.7057,-4.5937,-5.1867,-7.5917,-8.4181,-6.7334,-3.5307,-4.9006,-7.4325,-2.5587,-2.3776,-2.2612,0.6981,-5.3541
202311,8.3673,9.7773,5.5039,6.454,7.7066,11.143,10.025,9.2042,8.7855,7.3566,12.9261,9.5108,8.3039,9.3573,9.9094,10.1721,9.8428,7.8567,10.9263,8.2913,7.7321,7.3849,8.6165,9.1522,14.2226
202312,18.2517,13.5903,12.4593,13.875,15.719,15.892,11.6557,12.016,13.2688,12.5552,12.0697,12.3157,10.407,9.8173,15.5903,8.8947,7.4819,6.8893,8.7145,11.7591,3.9347,5.6115,3.6485,3.2816,5.6998
202401,-2.0033,-5.7412,-5.3905,-3.1723,-3.6067,-5.7865,-4.2388,-5.0974,-4.4395,-3.757,-3.8412,-2.8377,-3.772,-4.2792,-4.6349,-2.14,-0.2358,0.3551,-1.0514,-3.8263,0.7737,1.9448,0.257,3.007,3.4006
202402,7.3305,5.5269,1.898,3.4584,7.1312,11.0346,2.1145,1.9355,4.0362,6.5688,4.2145,5.0809,2.4325,4.5241,4.4149,3.2346,4.7881,5.9036,3.7885,10.6488,3.5379,3.8243,2.7669,6.7155,10.6634
202403,0.6472,3.1869,4.9047,2.4533,1.7716,2.6609,2.2859,2.9131,2.6291,2.0043,6.5086,4.9772,4.0799,3.0912,2.5491,4.6881,5.4497,3.9154,5.1455,6.5052,4.9338,4.0102,1.6615,3.1451,3.1596
202404,-10.2535,-4.8957,-6.1276,-4.528,-9.8157,-7.4547,-6.7893,-4.032,-6.3801,-7.624,-10.5931,-6.5875,-5.4913,-5.0289,-6.3925,-6.5165,-6.6454,-4.294,-4.6763,-8.4922,-5.0252,-4.0208,-1.0789,-5.2609,-4.6738
202405,1.5254,7.3174,9.2773,7.1102,3.7421,2.6055,3.188,3.1706,3.959,7.6289,7.764,4.484,2.5997,4.7265,5.4735,4.1073,1.7033,2.3966,5.3963,1.9375,2.2022,2.7183,5.2706,4.5379,8.808
202406,-4.7575,-2.1465,-3.156,-2.2857,-2.3896,-1.8481,-1.2717,-2.168,-1.575,-2.9033,-2.4268,-0.8957,-0.7354,-1.5354,1.1227,-1.1382,-0.9509,-2.0135,-2.3334,-0.917,2.1405,2.032,3.7764,4.1224,7.0066
202407,11.7772,13.7721,15.0741,11.4314,13.4234,11.4105,10.1454,11.5354,11.7886,9.4999,6.9192,6.7757,10.5587,8.2336,6.9151,5.1044,5.5898,5.5389,7.1378,4.4264,-2.4372,2.619,3.7426,1.4037,-0.9878
202408,-2.6355,-2.8713,-2.3373,-2.4061,-2.7306,0.4766,-1.1493,-2.1226,-2.0647,-2.4092,-0.5375,-0.9296,-0.6767,-0.8213,-2.2013,0.6003,2.3349,1.4543,1.7907,1.0456,2.6598,3.0955,1.7115,1.6429,2.664
202409,-0.3734,0.2695,-0.4674,0.2395,-1.4863,1.7772,-0.5245,-0.5336,0.1262,0.5221,5.1446,2.2447,1.9365,0.341,0.9645,1.9806,2.4895,2.2406,1.309,3.2555,2.0641,2.6168,0.6108,1.0031,3.3304
202410,-0.8401,-1.7681,0.3524,1.6585,2.6084,-2.1456,-0.8375,-0.4588,-3.3049,0.0067,-2.4359,-0.3067,-1.4636,-3.1709,-0.4259,-1.8955,-1.1799,-2.2015,0.2071,1.0528,5.3039,-1.7059,0.3867,-0.1476,-2.3294
202411,9.5471,10.9354,12.3668,9.4013,6.6516,11.3482,13.4688,10.9804,14.3752,11.3041,9.7254,8.7141,10.2147,10.7505,13.2569,8.7247,8.1386,7.6246,7.7834,11.252,4.9527,4.6133,6.8482,5.6072,8.4381
202412,-3.3692,-5.3558,-6.3043,-5.9048,-7.7622,-8.3813,-7.7046,-8.1863,-6.934,-7.6947,-7.8974,-7.3382,-7.6207,-8.8343,-8.5858,-5.5107,-4.9119,-7.9077,-7.6147,-7.4241,-4.2943,1.7938,-6.3801,-2.9924,-1.5715
202501,-1.189,4.4092,1.4347,2.9521,-0.6871,2.7037,1.6031,4.3264,1.6448,2.2057,3.4178,3.2065,4.0879,4.2423,5.5587,4.3823,5.8653,3.7564,4.9376,5.1265,-4.7209,-0.2201,3.8284,6.779,5.0853
202502,-7.6052,-3.3989,-1.6079,-5.2563,-5.5016,-8.0545,-8.4611,-2.8549,-6.1498,-7.9625,-4.4596,-4.5766,-3.7431,-6.1035,-4.6302,-4.6283,-2.7953,-3.7051,-1.8951,-7.056,3.1439,0.9534,-0.3331,-2.6885,-4.6328
202503,-9.5584,-8.1585,-9.1217,-8.8829,-10.5088,-8.4212,-7.7682,-7.1491,-7.8854,-7.2265,-7.9255,-7.6405,-5.7621,-2.5712,-8.1931,-6.6738,-6.0693,-4.1814,-4.496,-5.7232,-9.579,-6.3113,-2.4026,-4.4482,-7.125
202504,-1.3981,-4.0617,-1.496,-0.1468,1.4029,-2.6241,-3.5154,-3.0121,-1.3595,-1.2638,-1.0768,-3.3048,-4.1943,-3.489,-1.3303,-0.1327,-3.4883,-2.9458,-2.429,-1.0694,-0.2364,-0.3064,-4.964,-0.4273,1.7764
202505,7.3211,3.1774,6.1021,3.4965,6.1153,5.9247,7.797,3.596,5.976,5.5447,2.9577,4.9607,5.6073,4.7382,5.2255,9.3257,4.5059,4.3349,4.0082,7.8969,17.4585,2.9015,3.3206,4.9542,7.9584
202506,6.9715,3.0178,6.7975,4.6176,7.9538,9.5709,3.1242,6.8792,3.3152,6.1168,4.9304,3.337,3.8004,4.4966,4.6278,4.5989,5.1881,2.9786,1.4824,5.2236,10.8568,4.7298,3.2348,3.1993,5.9865
